site_unique,site_location_name,established_date,description,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,comments,outcrop_lithology,other_outcrop_lithology,plot_dimensions,site_location_visit_id,visit_start_date,visit_end_date,visit_notes,location_description,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number
TCATCH0004-58806,TCATCH0004,2020-02-05T14:08:00,"Great Lake Conservation Area. 10.8km east of Miena, 1.9km west of Flintstone, 53.6km south east of Deloraine.",TCH,MOU,HSL,8,100,"Landform pattern and element, hill slope in hills. Aspect, moderate slope averaging ~8 degrees to east south east. Slope does undulate. Lithology- boulder field of dolerite surface strew some larger than 1500mm, dolerite outcrop present in site mostly in north corner. Minimal impact of grazing. Introduced plant impact is minimal-  Cirsium vulgare and Senecio jacobaea present. but minimal cover.  Site is long unburnt-  evidence of past fire with dead old growth with fire scars 8m up trunk. Site is homogenous and community continues for >200m in all directions from plot. Nearest infrastructure is power line access track, 150-200m North of plot and Poatina Road 1.6km East of plot.",DR,DR,100 x 100m.,58806,2020-02-05T14:08:00,2020-02-05T14:08:00,"EW1 Lichen on rock@ pt 3,15,23,25,27,28,29,30,33,35,41,42,44,45,47,49,60,61,62,63,86,91,97,100. Lichen on outcrop @ pt 96.
NS1 Lichen on rock @ pt 1,8,10,11,17,19,20,22,23,25,26,28,30,31,40,43,52,55,58,59,63,65,66,70,74,89,90,97.
SN2 Lichen on rock @ pt 1,5,22,24,25,28,29,33,34,36,39,41,43,46,47,50,51,53,73,74,79,87,90,93. Lichen on outcrop @ pt 27,31.
NS3 Lichen on rock@ 31,32,44,51,52,65,82,83,87,94,98,99,100.
SN4 Lichen on rock@ pt 6,15,17,18,20,22,24,25,27,46,72,82,97,99. Trunk buttress of E. delegatensis @ pt 65.
NS5 Lichen on rock @ pt 72,74,75,78,80,82,84,85,86,87.
WE3 Lichen on rock @ pt 2,7,8,9,10,12,13,14,15,16,19,20,22,24,25,26,27,33,35,36,39,46,55,59,60,61,64,69,72 73,74,75,76,78,79,81,82,83,85,86,87,94,95,98,100. Buttress trunk E. delegatensis @ pt 47.
EW3 Lichen on rock@ pt 5,8,13,14,18,25,26,27,34,38,41,43,44,51,5762,65,71,73,76,77,81,83,85,87,88,89,94,100. Lichen on outcrop @ pt 60,90,93. Buttress trunk E. delegatensis @ pt 66.
WE4 Lichen on rock @ pt 0,7,9,17,28,47,50,51,52,53,56,59,66,68,69,76,87,89,93,94. Lichen on outcrop @ pt 12,24,42,85.
EW4 Lichen on rock @ pt 1,2,3,6,22,23,24,25,35,44,50,54,57,71,78,81,83,84,85,86,88,90,98,99. Lichen on outcrop @ pt 4,5,33,49,69,75.
ISSUES with LAI!
","Great Lake Conservation Area. 10.8km East of Miena, 1.9km west of Flintstone. 53.6km south east of Deloraine.",n/a,X,n/a,O,3,0,WET,AVG,30,45,30,486500.7,5351607.9,55,WGS84,TABLET,P,4 DE AA AG? CD AIMMU (revised edition),TRUE,TRUE,TRUE,-41.9883908433958,146.835712574777,SW,TAS,2020-02-05,1
TCATCH0005-58824,TCATCH0005,2020-02-06T11:23:28,"Liawenee Moor. 3.7km north west of Miena, 8.7km south of Liawenee.",TCH,PLT,SWP,0,,"Landform element and pattern is swamp on a plateau. No discernible
slope. Large dolerite boulders scattered through site. Introduced plant
impact is low-moderate - some Cirsium vulgare, Holcus lanatus, Taraxacum officinale, and Vulpia bromoides with Vulpia bromoides the only species with significant cover (1.5%) . Grazing impact is low-moderate, wombats and wallabies in surrounding
area and scat present in site. Burnt last year in Jan-Feb fires in
Central Highlands. Site appears homogeneous and extend 150m East, 80m
North, 20m South, 300m West (Going by satellite imagery and on-ground
observation). Nearest infrastructure is the Marlborough Hwy, 80m North
on plot.
Note: Burnt clumps/tussocks were recorded as dead in point-intercept.",DR,DR,100 x 100m.,58824,2020-02-06T11:23:28,2020-02-06T11:23:28,,"Liawenee Moor. 3.7km north west of Miena, 8.7km south of Liawenee.",n/a,X,n/a,VM,2,1M,DRY,BurntR,30,42,30,472264.5,5352840.6,55,WGS84,TABLET,P,4 HY ED FQ AG BEMO- (revised edition),TRUE,TRUE,TRUE,-41.9768076457322,146.663981425394,SW,TAS,2020-02-06,1
TCATCH0006-58807,TCATCH0006,2020-02-06T15:29:07,"Liawenee Moor. 5.4km north west of Miena, 7.5km south south west of Liawenee.
",TCH,PLA,PLA,1,9,"Landform element and pattern is a plain within a plain.  Site aspect, slight slope <1 degree to the North.  Introduced plant impact is low-moderate  Aira praecox common, Teesdalia nudicaulis, Hypochaeris radicata, Leontodon saxatilis, Acetosella vulgaris and Anthoxanthum odoratum also present at low cover. Grazing impact is moderate, site is grazed >80years; sheep and cattle. Site is long unburnt, some evidence of past fire-ash. Lithology, scattered basalt cobble. Site is homogenous and community does extend from the centre, 70m South, 120m West, 150m N, 100m SE, where community transitions into a Richea sp. heathland. Nearest infrastructure is Stone Hut Road 100m South of plot, there is also a fence running WNW just north of the plot.",BA,BA,100 x 100m.,58807,2020-02-06T15:29:07,2020-02-06T15:29:07,"NS3 pt 14 annual forb is Asperula sp.
WE2 Lichen on rock @ pt 45.","Liawenee Moor. 5.4km north west of Miena, 7.5km south south west of Liawenee.
",n/a,X,n/a,VM,3,1M,DRY,AVG,30,42,30,471165.4,5353960.4,55,WGS84,TABLET,P,4 FE? AA AF? CD BFMOU (revised edition),TRUE,TRUE,TRUE,-41.9658046875666,146.652027274331,SW,TAS,2020-02-06,1
TCATCH0007-58809,TCATCH0007,2020-02-07T15:05:38,"Central Plateau Conservation Area, 180m south of Lake Ada. 17.7km west of Liawenee, 44.1km south west of Deloraine.",TCH,PLT,HCR,2,190,"Landform element and pattern is hill crest in a plateau. The hill crest is a dolerite outcrop with dolerite boulder (250mm +) surface strew. Site aspect, the site sits on a knoll sloping down in all direction away from plot centre varying between 2-10 degrees. Grazing impact is low, evidence of wallaby and wombat. Introduced plant species impact is minimal - non recorded. Site is long unburnt no evidence of past fire. Plot is homogenous and extend 70m north west, 60m East, otherwise confined to plot. Nearest infrastructure is a foot bridge 300m East of north east corner.",DR,NA,100 x 100m.,58809,2020-02-07T15:05:38,2020-02-07T15:05:38,"SN5 Cryptogam on outcrop @ pt 9,46,56,57,85,92. Lichen on rock @ pt 68.
NS4 Cryptogam on rock @ pt 5,98. Cryptogam on outcrop @ pt 10,26,67,69,100.
SN3 Cryptogam on rock @ pt 27,47,95. Cryptogam on outcrop @ pt 10,41,42,43,52,64.
NS3 Cryptogam on outcrop @ pt 13,21,22,47,67,70,71,85,86. Cryptogam on rock @ pt 80,91,92.
SN2 Cryptogam on rock @ pt 5,23,62. Cryptogam on outcrop @ pt 31,33,35,38,66,68.
EW1 Cryptogam on outcrop @ pt 30,42,68.
WE2 Cryptogam on outcrop @ pt 11,21,64,69,76. Cryptogam on rock @ pt 8,9,25,71.
EW3 Cryptogam on outcrop @ pt 15,50,63. Cryptogam on rock @ pt 17,37.
WE4 Cryptogam on rock @ pt 4,15,21,41,66,75,90. Cryptogam on outcrop @ pt 35,46,82,86,95,96,98,99,100.","Central Plateau Conservation Area, 180m south of Lake Ada. 17.7km west of Liawenee, 44.1km south west of Deloraine.
",n/a,X,n/a,NH,3,1L,DRY,AVG,30,45,30,455100.1,5363142,55,WGS84,TABLET,P,4 DE AA AF? CD AIMMU (revised edition),TRUE,TRUE,TRUE,-41.8833038363591,146.457591793785,SW,TAS,2020-02-07,1
TCATCH0008-58821,TCATCH0008,2020-02-08T09:24:02,"Central Plateau Conservation Area. 18km north west of Miena, 37.5km south south west of Deloraine.",TCH,PLT,SWP,1,215,"Landform element and pattern is swamp in a plateau. Boulder size surface
strew present, patchy through site, lithology dolerite. Site is long
unburnt no evidence of past fire. Grazing impact is low, wombat and
wallaby present. Introduced plant impact is minimal - none recorded. Aspect, gradual slow
WSW ~1 degree. Site is homogenous, slightly denser to east. Communtiy
extend 200m south, 70m east, 150m north, 100m west. Nearest
inftrastructure Lake Augusta Rd 300m west of  south west corner.",DR,DR,100 x 100m.,58821,2020-02-08T09:24:02,2020-02-08T09:24:02,,"Central Plateau Conservation Area. 18km north west of Miena, 37.5km south south west of Deloraine.",n/a,X,n/a,VM,2,1L,WET,AVG,30,42,30,465764.9,5366013.4,55,WGS84,TABLET,P,4 OR EH AI YY U,TRUE,TRUE,TRUE,-41.8570515353586,146.587633197976,SW,TAS,2020-02-08,1
TCATCH0009-58811,TCATCH0009,2020-02-08T17:16:07,"Central Plateau Conservation Area. 5km west north west of Liawenee, 40.2km south of Deloraine.
",TCH,PLT,SWP,2,175,"Landform element and pattern is swamp in a shallow alley in a broader plateau. Overall slope to South at ~1-2 degrees t. Lithology, mostly buried dolerite boulders with the tops exposed, scattered through site and some gravel. Some fragments of basalt also present in the site. Grazing impact is minimal, no evidence of macropods in site. Introduced plant impact is minimal - Taraxacum officinale and Trifolium subterraneum presen. Community is homogenous and community extends 500m south, 100m east, 150m west, 130m north. Nearest infrastructure is the Lake Augusta Rd 200m West of plot from SW corner. Old disused fence in site running East-west through southern end of plot. ",NA,BA,100 x 100m.,58811,2020-02-08T17:16:07,2020-02-08T17:16:07,"Where Restionaceae sp. and Astelia alpina var. alpina are recorded as dead, they are burnt tussocks/clumps.
SN4 Unknown is water @ pt 69,70,91,93,94,95.
N4-S4 unknown at point 67 is water.
W5-E5 unknown at point 67 is water
E4-W4 unknown at point 39 is water.","Central Plateau Conservation Area. 5km WNW of Liawenee. 40.2km South of Deloraine.
",NC,1,NC,VM,5,0,DRY,BurntR,30,32,30,468065.4,5362816.8,55,WGS84,TABLET,P,4 DE AB AG AI BHMOV (revised edition),TRUE,TRUE,TRUE,-41.8859211273348,146.615100467001,SW,TAS,2020-02-08,1
TCATCH0010-58826,TCATCH0010,2020-02-09T08:57:47,"Central Plateau Conservation Area. 1.8km south west of Breona, 30.6km south of Deloraine.",TCH,PLT,SWP,1,170,"Landform element and pattern is a swamp in a plateau. Some dolerite boulders near south west corner. 2 degree slope to south. Introduced plant species impact is minimal - non recorded. Grazing impact is low, evidence of wallaby and wombat scats. Site is long unburnt, no evidence of past fire. Site is homogeneous, community extends 300m South, 150 East, 150 West, 100m North, 3-400m south west.  Nearest infrastructure is the  Central Highlands Rd, 75 m east from south east corner.",NA,NA,100 x 100m.,58826,2020-02-09T08:57:47,2020-02-09T08:57:47,"NS5 unknown is water @ pt 86,88,89,90,91,98,99.
SN4 unknown is water@ pt 10.
NS3 unknown is water @ pt 41,93.
NS1 unknown is water @ pt 60,74,75,76,79.
SN2 unknown is water@pt 35,44,100.
EW2 unknown is water @ pt 16,17,19,41,58,66,67,79,80,82,89.
WE2 unknown is water @ pt 3,22,40,70,87,91.
EW3 unknown is water@ pt 88.
WE4 unknown is water@ pt 34,89.
EW5 unknown is water@ pt5,37,95,96,97.
",Central Plateau Conservation Area. 1.8km south west of Breona. 30.6km South of Deloraine.,n/a,X,n/a,VM,1,0,DRY,AVG,30,42,30,473718.05,5373328.88,55,WGS84,TABLET,P,4 OR BW AI YY ,TRUE,TRUE,TRUE,-41.791483,146.682467,SW,TAS,2020-02-09,1
TCATCH0011-58827,TCATCH0011,2020-02-10T10:35:22,"Central Plateau Conservation Area. 5.6km north north east of Liawenee, 15.8km north north west of Miena, 36.4km south south east of Deloraine.",TCH,PLT,HSL,3.5,60,"Land form element and pattern, hillslope in a plateau. Slope is 2 degrees
with aspect of 60 degrees. Lithology, dolerite, cobble and boulder size
surface strew present. Grazing impact is low, some grasses
have been grazed wallabies, wombats. Introduced plant impact is likely
low - non recorded, although difficult to tell due to past fire. Site was burnt is the
Jan-Feb Central Highlands fire in 2019.  Site is homogeneous, community extends, 100m North, 500m West, 500m South, 250m East.  Open area beyond north west corner. Nearest infrastructure is Central Highlands Rd, 130m East from site edge. Old over-grown cleared line 100 west of site edge",DR,DR,100 x 100m.,58827,2020-02-10T10:35:22,2020-02-10T10:35:22,"No LAI - Frozen.
SN4 unknown is ash @ pt 8,10,15,26,28,40,45,46,55,59,60,61,67,72,75,77,79,86,87,93,94,99,100.
NS3 unknown is ash @ pt4,7,11,16,18,28,29,30,32,37,48,61,74,75,83,88,96,97.
SN2 unknown is ash@ pt10,13,45,51,52,54,56,57,60,70,73,79,80,85,94,99.
NS1 unknown is ash@ pt 3,10,11,13,14,17,24,25,26,28,30,33,34,35,36,39,51,52,53,55,57,63,71,78,79,80,81,95,96.
NS5 unknown is ash @pt0,6,9,10,12,14,15,17,23,26,27,33,34,35,36,46,53,56,71,73,74,76,78,81,85,87,90,96.
EW2 unknown is ash@ pt0,5,6,7,8,10,11,12,14,25,26,30,35,40,41,47,48,49,51,64,62,85.
WE2 unknown is ash@pt2,3,17,24,29,32,36,38,41,44,46,47,51,55,57,61,65,66,70,72,73,74,75,78,81,83,86,88,93,98,99,100.
EW3 unknown is ash @pt0,1,2,6,9,15,18,19,21,22,24,25,26,36,37,42,43,46,51,52,56,57,68,69,72,78,80,86,93,96,100.
WE4 unknown is ash @ pt4,6,7,8,9,11,13,14,15,17,18,19,23,24,25,26,28,29,30,33,35,38,39,40,43,44,47,49,50,51,53,55,60,62,64,65,71,73,78,80,81,85,90,97.
EW5 unknown is ash @ pt 0,1,7,8,10,12,13,17,18,21,22,23,24,28,30,31,37,38,39,42,43,53,56,57,61,62,66,70,72,76,79,80,82,84,88,93,94,95,97,99,100.","Central Plateau Conservation Area. 5.6km north north east of Liawenee, 15.8km north north west of Miena, 36.4km south south east of Deloraine.",n/a,X,n/a,U,5,0,DRY,BurntR,30,42,30,474326.1,5366698.2,55,WGS84,TABLET,P,4 DE AA AF AI BIMOV (revised edition),TRUE,TRUE,TRUE,-41.852076869417,146.689365493025,SW,TAS,2020-02-10,1
TCATCH0012-58822,TCATCH0012,2020-02-11T14:30:56,"Silver Plains. 32.7km north north east of Bothwell, 30km north west of Oatlands.",TCH,LOW,PLA,1,200,"Landform and pattern is plain in low hills. Site slopes to south south west ~1 degree. Lithology, some dolerite outcrop along southern and western edges. Site is long unburnt, although fire scars of nearby tree 5-10years?. Grazing impact is high, lots of wallaby and wombat scat. Introduced plant impact is moderate, high cover of Leontodon saxatilis, Anthoxanthum odoratum  and Holcus lanatus. Aira praecox and Trifolium campestre also present.  Site is homogeneous, becoming more swampy south of plot. Community extends 200m North, 80m east, 50m west, 300m south. Nearest infrastructure is a Flux tower 20 north of north east  corner and access track 500m east of south east corner. ",DR,NA,100 x 100m.,58822,2020-02-11T14:30:56,2020-02-11T14:30:56,Setup from SE corner,"Silver Plains. 32.7km north north east of Bothwell, 30km north west of Oatlands.",n/a,X,n/a,VM,1,1H,WET,AVG,30,42,30,507191.8,5339937,55,WGS84,TABLET,P,4HY ED BG BEMOX (revised edition),TRUE,TRUE,TRUE,-42.0925648019984,147.085724332715,SW,TAS,2020-02-11,1
TCATNM0001-58742,TCATNM0001,2019-11-21T10:04:22,"Tom Gibson Nature Reserve, 22.6km north north west of Campbell Town. 42.3km south east of Launceston
",TNM,PLA,PLA,0,,"Long unburnt, no recent scarring only very old scaring on older trees and stumps. Site has been logged previously, unsure of how extensive i.e. clear felled or selectively logged. Evidence of logging seen in the number of regenerating stems and large amount of coarse woody debris. Grazing pressure high and largely from kangaroos with a distinct browse line apparent on the banksias, sparse grass in mid-layer and distinct pads through site. Some diggings are also present and could be rabbits or bandicoots. The Eucalyptus woodland community is consistent at least 90 m extending out from centre of the plot. The site is approximately 30 m in from the main access track through the park. In terms of surface strew, there is a lot of leaf litter and coarse woody debris but also just below the surface there are small circular fragments, unconsolidated alluvial, colluvial and talus deposits. 


",NA,NC,100m x 100m.,58742,2019-11-21T10:04:22,2019-11-21T10:04:22,"Tom Gibson Nature Reserve, 42.3km south east of Launceston
","Long unburnt, no recent scarring only very old scaring on older trees and stumps. Site has been logged previously, unsure of how extensive i.e. clear felled or selectively logged. Evidence of logging seen in the number of regenerating stems and large amount of coarse woody debris. Grazing pressure high and largely from kangaroos with a distinct browse line apparent on the banksias, sparse grass in mid-layer and distinct pads through site. Some diggings are also present and could be rabbits or bandicoots. The Eucalyptus woodland community is consistent at least 90 m extending out from centre of the plot. The site is approximately 30 m in from the main access track through the park. In terms of surface strew, there is a lot of leaf litter and coarse woody debris but also just below the surface there are small circular fragments, unconsolidated alluvial, colluvial and talus deposits. ",n/a,X,n/a,AM,2,2,DRY,FFR,30,42,30,526214.1,5375250.97,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-41.7741562,147.3154927,SW,TAS,2019-11-21,1
TCATNM0002-58782,TCATNM0002,2019-11-22T16:35:17,6.9km west south west of Ross. 73.9km south south east of Launceston,TNM,LOW,HSL,5,215,Plot sits on the slope of a low hill with a shallow drainage line running past the south west corner.  Large amounts of course woody debris from dead trees within the site. Grazing effect is moderate- paddock has historically been grazed by stock in low numbers? . Introduced plant effect is moderate- check herb Ids for grasses. Homogeneity- community is confined to the plot as the plot forms a denser woodland in a mosaic of open grassland and woodland patches. The nearsest infrastructure is a fence 450m to the west of the plot.,NA,NA,,58782,2019-11-22T16:35:17,2019-11-22T16:35:17,all cryptogam substrates for this site are 'lichen on rock'. Should be 5 all up.,,n/a,X,n/a,VM,3,2,DRY,FFR,1,42,1,534482.13,5344371.81,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-42.0520786960724,147.416814352398,SW,TAS,2019-11-22,1
TCATNM0003-58775,TCATNM0003,2019-11-23T09:29:00,5km West south west of Ross. 79.9km south east of Launceston,TNM,LOW,HCR,7,45,"The vegetation community is confined to the plot, about 75 m from the centre. The north-east corner is a few metres in from an access track while the southern edge is about 10-15 m in from a rarely-used track that runs up the ridge. The site is situated on a spur or hill crest as the site is almost on the ridge capping. The slope through the middle is about 6-7 degrees with a north easterly aspect. On the northern edge the slope is a little bit steeper at ~8 degrees and tends towards the south east. The site has been disturbed in the past with some timber cutting, unknown as to whether it has been clear felled or not, but there has definitely been some logs cut possibly for firewood. Regenerating. About 30 m north is a mudstone quarry. The site has been set back from the quarry while still capturing the underlying mudstone lithology. Surface strew is sparse with some gravels and cobbles, however, the lithology is predominantly mudstone with some finer grained sandstones. Very long unburnt. One big dead old stump potentially burnt but no recent scarring. Site situated in a conservation covenant – just over the fence the land is more formally grazed. Grazing pressure is high from kangaroos and deer
",NA,NC,100m x 100m.,58775,2019-11-23T09:29:00,2019-11-23T09:29:00,"Transect East to West 5, point 88 substrate is 'lichen on rock'.",5km West south west of Ross. 79.9km south east of Launceston,E,1,A,NH,3,1M,DRY,DRY,30,42,30,535834.76,5346046.909,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-42.0368028126304,147.433013848709,SW,TAS,2019-11-23,1
TCATNM0004-58785,TCATNM0004,2019-11-24T09:20:44,8.9km north of Campbell Town. 53.7km south east of Launceston,TNM,ALF,PLA,0,,"The site is flat with the landform element and pattern being a plain. The site is long unburnt with no sign of scorch marks. Timber has been cut in the past likely for firewood and there is a fair amount of coarse woody debris. In terms of surface strew, there is a small amount of cobble sized particles but the substrate is mostly moss and leaf litter. The effect of introduced species is minimal with some Aira present. Grazing is also minimal with a few deer and cattle scats evident but these are over a year old. The nearest structure is a vehicle track about 20-30 m northwest of north east corner and the community is fairly homogenous and extends in all directions for at least 100m from the centre.
",NA,NA,100m x 100m.,58785,2019-11-24T09:20:44,2019-11-24T09:20:44,"points 61 to 74 on transect n3 S3
and 
points 24 to 56 on S4 to N4 missing",8.9km north of Campbell Town. 53.7km south east of Launceston,n/a,X,n/a,VM,2,1L,DRY,DRY,1,42,1,540278.06,5367352.45,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-41.8456347956553,147.483909252638,SW,TAS,2019-11-24,1
TCATNM0005-58792,TCATNM0005,2019-11-25T09:40:04,17.1km north east of Campbell Town. 56km south east of Launceston,TNM,HIL,HCR,7,180,"The site is grassland on a hill crest with the landform pattern being hills. The site slopes around 7 degrees to the east with an aspect of 180 degrees. The underlying rock outcrops in several places and there are large rocks and boulders strewn throughout the site. The predominant rock type is dolerite, although there may be some underlying basalt. The nearest infrastructure is the dirt road used to access the site which is approximately 800m to the east of the site. The vegetation community is relatively homogenous and continues in a mosaic pattern (i.e. grassland is interspersed with woodland patches) to the south west and east of the plot. The site has been long unburnt. There is some evidence of fire scarring on older dead trees but none of the living trees show fire scars. The impact of introduced plants is minimal, although there is some Aira and boxthorn present. Grazing is moderate. 

",DR,BA,100m x 100m.,58792,2019-11-25T09:40:04,2019-11-25T09:40:04,"point intercept notes:
WtoE1 - 
lichen on rock: pts 0, 10, 51, 55, 74, 98, 99
lichen on outcrop: pts 3, 13, 14, 49, 53, 58, 67, 95, 96, 100

EtoW2 -
lichen on rock: 26, 29, 36, 75, 78, 80, 91, 97, 98
lichen on outcrop: 28, 62, 73

WtoE3 -
lichen on rock: 2, 10, 17, 28, 86, 87, 98
lichen on outcrop: 94, 95

WtoE5 -
lichen on rock: 17, 33, 50, 59, 75, 76, 78, 85, 86, 87
lichen on outcrop: 81

NtoS1 -
lichen on rock: 8, 49, 56, 71
lichen on outcrop: 12, 50, 51

StoN2 -
lichen on outcrop: 80

NtoS3 -
lichen on rock: 42, 55, 84, 89, 92, 94, 98
lichen on outcrop: 26, 91, 93, 100

NtoS4 -
lichen on rock: 21, 26, 28, 30, 34, 35, 47, 95, 98
lichen on outcrop: 29, 37, 43

StoN5 -
lichen on rock: 18, 22, 30, 35, 43, 90, 97
lichen on outcrop: 6, 9, 11, 16, 40, 41, 42, 85
",17.1km north east of Campbell Town. 56km south east of Launceston,n/a,X,n/a,ND,2,1M,DRY,DRY,30,32,30,550622.86,5372594.81,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-41.7968974901796,147.607968395943,SW,TAS,2019-11-25,1
TCATNM0006-58800,TCATNM0006,2019-11-26T10:38:05,5km south east of Ross. 78.4km south east of Launceston.,TNM,LOW,HSL,4,45,"The site is positioned on a hill slope in a broader landform pattern of low hills. The site slopes 4 degrees to the north east. The nearest infrastructure is an old fence line which is still intact and is situated about 25m from the south west corner. There is also an access track to the nearby dam which is 20m from the north-west corner. The vegetation community is homogenous and continues about 100m along the ridge to the west. The north eastern corner comes down onto the lower slope so the vegetation community changes ~75m from the centre of the plot. The site is long unburnt although there has been patch burning in adjacent areas is recent years. The site is moderately grazed, mostly from native species including wombats and wallabies (active burrows, presence of scats), and the site has likely been grazed by sheep in the past. The ground layer is largely dominated by introduced grasses such as bromus, as well as introduced forbs including Trifolium, Hypercaeris and Cirsium vulgare.
",NA,NC,,58800,2019-11-26T10:38:05,2019-11-26T10:38:05,"Transect NtoS4 should be NtoS2 and transect StoN2 should be StoN4.
Transect WtoE2 recording finished at point 85 so from 86 onwards all unknown.
Transect EtoW1 recording stopped at 88 so unknown from there on.",5.3km south east of Ross. 78.4km south east of Launceston.,E,1,A,VM,5,1L,WET,DRY,1,42,1,545449.67,5344249.82,55,WGS84,TABLET,P,,TRUE,TRUE,TRUE,-42.0524099125732,147.549261768962,SW,TAS,2019-11-26,1
VCAAUA0001-58565,VCAAUA0001,2018-01-22T12:14:47,"Alpine National Park, 5.1 km south of Falls Creek. ",AUA,MOU,PLA,3,315,"Plot is on a gently sloping plain, 4 degrees to the west sitting on the broader high plains. No outcrop in site but close by is Gneiss. Some very small patches of fine gravels, also likely to have Gneiss in plot. Introduced plant species effect is minimal, some Trisetum spicatum present and some weedy annual forbs. Un-grazed since cattle removed in 2005 but deer increasing. Very long unburnt. Homogeneity- community is confined to the plot. North east corner is 15m from Bogong High Plains Road. Western edge is grading more into a grassland.  Corresponds to LTERN Plot: Cope hut unburnt grassland.
some very small patches of fine gravels, likely Gneiss.",GS,ME,100 x 100m,58565,2018-01-22T12:14:47,2018-01-22T12:14:47,,"Alpine National Park, 5.1 km south of Falls Creek. ",n/a,X,n/a,Z,5,0,DRY,FFR,1,31,1,525635,5915192,55,WGS84,DGPS,P,,TRUE,TRUE,FALSE,-36.9089694444444,147.287730555556,SW,VIC,2018-01-22,1
VCAAUA0002-58635,VCAAUA0002,2018-01-23T11:15:58,"Alpine National Park,5.7km south of Falls Creek.",AUA,MOU,PLA,2,180,"Gently sloping ( 2 degrees) plain from the north to south. A few minor low rocky outcrops of gneiss, one very small quartzite outcrop and a  few very small patches of Gneiss gravels in bare patches.  Very long unburnt. Cattle removed in 2005 but deer increasing more broadly. Introduced plant species effect is minimal. Homogeneity- community is confined to the plot -  at the south east and south west corner  is more heathy. Beyond the south east corner drops off to more boggy area. North east corner is next to narrow single file walking track. Nearest larger infrastructure is 750m away at the Bogong High Plains Road. Corresponds to LTERN site: Cope Creek unburnt grassland.",GS,QU,100 x 100m,58635,2018-01-23T11:15:58,2018-01-23T11:15:58,,"Alpine National Park,5.7km south of Falls Creek",n/a,X,n/a,Z,5,0,DRY,FFR,1,31,1,525036,5914577,55,GDA94,DGPS,P,,TRUE,TRUE,FALSE,-36.9145111111111,147.281038888889,SW,VIC,2018-01-23,1
VCAAUA0003-58567,VCAAUA0003,2018-01-24T08:35:02,"Alpine National Park, 3.6 km west of Falls Creek",AUA,MOU,SWP,8,225,"Alpine peat swamp. Not grazed, (check with Sam Grover- RMIT in terms of grazing effect and fire). Snow gum woodlands that border the site have been burnt but uncertain as to whether it burnt into bog. Introduced plant species effect is minimal. No surface strew but one small outcrop/large boulder of granite. Plot is homogenous but community is confined to the plot. 120m north ( upslope) of the plot is a walking track while 650m south east is fire track that leads up towards Mt Nelse. Plot is within the catchment of the OzFluz Alpine flux tower.",GN,NA,100 x 100m,58567,2018-01-24T08:35:02,2018-01-24T08:35:02,"unknown substrate in point intercept data is sphagnum except where water is observed.
W1-E1
7- Water
9- Water
77- Water
E2-W2
42- Water
49- Water
W3-E3
2- Water
5- Water
62- Water
84- Water
E4-W4
5- Water
20- Water
21- Water
33- Water
34- Water
35- Water
36- Water
37- Water
73- Water
99- Water
W5-E5
16- Water
34- Water
81- Water
82- Water
N5-S5
27- Water
28- Water
S4-N4
3- Water
54- Water
55- Water
78- Water
N3-S3
60- Water
61- Water
64- Water
72- Water
S2-N2
24- Water
72- Water
80- Water
N1-S1
6- Water
27- Water
59- Water
65- Water
66- Water
91- Water
92- Water
","Alpine National Park, 3.6 km west of Falls Creek",n/a,X,n/a,W,2,0,DRY,FFR,1,31,1,528529,5920370,55,GDA94,TABLET,A,,TRUE,TRUE,FALSE,-36.8621694444444,147.320052777778,SW,VIC,2018-01-24,1
VCAAUA0004-58612,VCAAUA0004,2018-01-24T00:00:00, Alpine National Park.2.2km. south of Falls Creek Lake.,AUA,MOU,HCR,5,360,"Plot straddles the top of a ridge forming a small plateau. Complex slope with a slope down on northern side at a 5 degree slope to but also at south western and eastern sides. Large granite outcrop- 3-4m high in the middle of site. Most of the outcrop is covered by Lichen ( called crypto in PI) No strew apparent due to dense ground cover. Evidence of deer ( pad through site) but grazing effect is low. Long unburnt- plot wasn’t burnt in 2003 fires but surrounding woodlands have. Introduced plant species effect is moderate.  Trisetum spicatum is common through the site at low cover. Hypochaeris radicata, Cerastium vulgare, Taraxacum sp. and Acetosella vulgaris also present. Community is confined to plot due to complex topography.  150m up hill from copehut carpark and track.",GN,NA,100 x 100m,58612,2018-01-24T12:35:00,2018-01-24T12:35:00,Points 0 to 54 on S3-N3 not collected,,n/a,X,n/a,U,1,0,DRY,FFR,1,31,1,,,55,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-36.9077583333333,147.290138888889,SW,VIC,2018-01-24,1
